baker,series,episode,result,signature_bake,show_stopper,baker_age,baker_occupation,hometown,technical
Stu,6,6,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,7,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,8,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,9,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stu,6,10,NA,NA,NA,35,Professional musician,"Guildford, Surrey",NA
Stuart,3,1,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,26,PE teacher,"Lichfield, Staffordshire",9
Stuart,3,2,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",26,PE teacher,"Lichfield, Staffordshire",9
Stuart,3,3,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,26,PE teacher,"Lichfield, Staffordshire",7
Stuart,3,4,OUT,Black Forest Torte,Choca Blocka Mocha Meringue,26,PE teacher,"Lichfield, Staffordshire",8
Stuart,3,5,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Stuart,3,6,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Stuart,3,7,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Stuart,3,8,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Stuart,3,9,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Stuart,3,10,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire",NA
Tamal,6,1,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,29,Trainee anaesthetist,Manchester,4
Tamal,6,2,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,29,Trainee anaesthetist,Manchester,8
Tamal,6,3,IN,"Fig, Cheese and Walnut Breads",Breadcycle,29,Trainee anaesthetist,Manchester,3
Tamal,6,4,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",29,Trainee anaesthetist,Manchester,5
Tamal,6,5,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,29,Trainee anaesthetist,Manchester,7
Tamal,6,6,IN,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,29,Trainee anaesthetist,Manchester,7
Tamal,6,7,STAR BAKER,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",29,Trainee anaesthetist,Manchester,3
Tamal,6,8,IN,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,29,Trainee anaesthetist,Manchester,4
Tamal,6,9,IN,Chocolate New York Pie,Chocolate Bell Tower,29,Trainee anaesthetist,Manchester,2
Tamal,6,10,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,29,Trainee anaesthetist,Manchester,3
Terry,9,1,IN,NA,NA,56,Retired air steward,West Midlands,9
Terry,9,2,IN,NA,NA,56,Retired air steward,West Midlands,8
Terry,9,3,IN,NA,NA,56,Retired air steward,West Midlands,1
Terry,9,4,[a],NA,NA,56,Retired air steward,West Midlands,NA
Terry,9,5,OUT,NA,NA,56,Retired air steward,West Midlands,8
Terry,9,6,NA,NA,NA,56,Retired air steward,West Midlands,NA
Terry,9,7,NA,NA,NA,56,Retired air steward,West Midlands,NA
Terry,9,8,NA,NA,NA,56,Retired air steward,West Midlands,NA
Terry,9,9,NA,NA,NA,56,Retired air steward,West Midlands,NA
Terry,9,10,NA,NA,NA,56,Retired air steward,West Midlands,NA
Toby,4,1,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,30,Web Programmer,"Reading, Berkshire",13
Toby,4,2,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,3,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,4,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,5,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,6,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,7,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,8,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,9,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Toby,4,10,NA,NA,NA,30,Web Programmer,"Reading, Berkshire",NA
Tom,7,1,IN,G&T Drizzle Cake,Black Forest Broken Mirror,26,Project engagement manager,Rochdale,2
Tom,7,2,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,26,Project engagement manager,Rochdale,7
Tom,7,3,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,26,Project engagement manager,Rochdale,4
Tom,7,4,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,26,Project engagement manager,Rochdale,5
Tom,7,5,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,26,Project engagement manager,Rochdale,4
Tom,7,6,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,26,Project engagement manager,Rochdale,1
Tom,7,7,OUT,Millionaire's Roulade,Hipster Picnic,26,Project engagement manager,Rochdale,5
Tom,8,1,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,29,Architect,Edinburgh,7
Tom,8,2,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,29,Architect,Edinburgh,5
Tom,8,3,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,29,Architect,Edinburgh,4
Tom,8,4,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake,29,Architect,Edinburgh,5
Tom,7,8,NA,NA,NA,26,Project engagement manager,Rochdale,NA
Tom,7,9,NA,NA,NA,26,Project engagement manager,Rochdale,NA
Tom,7,10,NA,NA,NA,26,Project engagement manager,Rochdale,NA
Tom,8,5,NA,NA,NA,29,Architect,Edinburgh,NA
Tom,8,6,NA,NA,NA,29,Architect,Edinburgh,NA
Tom,8,7,NA,NA,NA,29,Architect,Edinburgh,NA
Tom,8,8,NA,NA,NA,29,Architect,Edinburgh,NA
Tom,8,9,NA,NA,NA,29,Architect,Edinburgh,NA
Tom,8,10,NA,NA,NA,29,Architect,Edinburgh,NA
Ugnė,6,1,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1
Ugnė,6,2,IN,White Wine Biscotti,Baby Climbing into the Cookie Box,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",7
Ugnė,6,3,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5
Ugnė,6,4,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2
Ugnė,6,5,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6
Ugnė,6,6,NA,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA
Ugnė,6,7,NA,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA
Ugnė,6,8,NA,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA
Ugnė,6,9,NA,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA
Ugnė,6,10,NA,NA,NA,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA
Urvashi,2,1,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN,40,Head of Marketing,"Enfield, London",7
Urvashi,2,2,IN,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,40,Head of Marketing,"Enfield, London",7
Urvashi,2,3,OUT,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,40,Head of Marketing,"Enfield, London",9
Urvashi,2,4,NA,NA,NA,40,Head of Marketing,"Enfield, London",NA
Urvashi,2,5,NA,NA,NA,40,Head of Marketing,"Enfield, London",NA
Urvashi,2,6,NA,NA,NA,40,Head of Marketing,"Enfield, London",NA
Urvashi,2,7,NA,NA,NA,40,Head of Marketing,"Enfield, London",NA
Urvashi,2,8,NA,NA,NA,40,Head of Marketing,"Enfield, London",NA
Val,7,1,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,66,"Semi-retired, Substitute teacher",Yeovil,10
Val,7,2,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,66,"Semi-retired, Substitute teacher",Yeovil,5
Val,7,3,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",66,"Semi-retired, Substitute teacher",Yeovil,1
Val,7,4,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,66,"Semi-retired, Substitute teacher",Yeovil,6
Val,7,5,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",66,"Semi-retired, Substitute teacher",Yeovil,7
Val,7,6,NA,NA,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA
Val,7,7,NA,NA,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA
Val,7,8,NA,NA,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA
Val,7,9,NA,NA,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA
Val,7,10,NA,NA,NA,66,"Semi-retired, Substitute teacher",Yeovil,NA
Victoria,3,1,STAR BAKER,Pear and Pecan,Blackbird Pie Cake,50,CEO of the charity Plantlife,Somerset,4
Victoria,3,2,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",50,CEO of the charity Plantlife,Somerset,7
Victoria,3,3,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,50,CEO of the charity Plantlife,Somerset,4
Victoria,3,4,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,5,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,6,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,7,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,8,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,9,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Victoria,3,10,NA,NA,NA,50,CEO of the charity Plantlife,Somerset,NA
Yan,8,1,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake,46,Laboratory research scientist,North London,4
Yan,8,2,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,46,Laboratory research scientist,North London,1
Yan,8,3,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,46,Laboratory research scientist,North London,8
Yan,8,4,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,46,Laboratory research scientist,North London,8
Yan,8,5,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,46,Laboratory research scientist,North London,6
Yan,8,6,IN,'πr2' Decorative Pies,Chequerboard Pie,46,Laboratory research scientist,North London,1
Yan,8,7,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle,46,Laboratory research scientist,North London,5
Yan,8,8,NA,NA,NA,46,Laboratory research scientist,North London,NA
Yan,8,9,NA,NA,NA,46,Laboratory research scientist,North London,NA
Yan,8,10,NA,NA,NA,46,Laboratory research scientist,North London,NA
Yasmin,2,1,IN,Cardamom and Pomegranate Cupcakes,UNKNOWN,43,Childminder,"West Kirby, The Wirral",5
Yasmin,2,2,IN,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,43,Childminder,"West Kirby, The Wirral",6
Yasmin,2,3,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",43,Childminder,"West Kirby, The Wirral",2
Yasmin,2,4,IN,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,43,Childminder,"West Kirby, The Wirral",6
Yasmin,2,5,IN,Family Fish Pie,Peach and Raspberry Meringue Pie,43,Childminder,"West Kirby, The Wirral",5
Yasmin,2,6,OUT,Baked Amaretto Cheesecake,Rose Croquembouche,43,Childminder,"West Kirby, The Wirral",2
Yasmin,2,7,NA,NA,NA,43,Childminder,"West Kirby, The Wirral",NA
Yasmin,2,8,NA,NA,NA,43,Childminder,"West Kirby, The Wirral",NA
